 4586099 1146  50  61.5 0.9 6383  58 6292 160 -0.20 0.30
 4638884 1195  61  61.2 1.1 6662  57 6880 176 -0.20 0.30
 4641621  461  33  30.6 1.5 5684  61 6120 141 -0.20 0.30
 4646780 1104  76  59.3 1.8 6856 138 6807 158 -0.20 0.30
 4672403 1107  44  60.3 1.2 5779  88 5990 145 -0.20 0.30
 4739932 1132  78  60.9 1.4 5876 111 6092 139 -0.20 0.30
 4755204 1360  42  70.4 1.2 6073  70 6132 152 -0.20 0.30
 4756112  662  59  37.2 0.8 6182  60 6608 172 -0.20 0.30
 4841753  871 103  50.2 1.9 5966  67 6218 155 -0.20 0.30
 4842436 1339 115  72.6 3.0 5688  63 6050 147 -0.20 0.30
 4846457  697  40  42.1 1.4 5885  81 6201 170 -0.20 0.30
 4914923 1849  46  88.6 0.3          5415 134 -0.20 0.30
 4915148  568  15  35.3 0.4 5026  75 4874  95 -0.20 0.30
 4918355  401   7  27.1 0.3 5003  70 4931 145 -0.20 0.30
 4931390 2093  78  92.6 1.3 6557  51 6539 168 -0.20 0.30
 4947253  923  40  52.6 1.0 5953  59 6301 164 -0.20 0.30
 5021689 1120  38  63.2 0.6 6262  45 6335 162 -0.20 0.30
 5033245  423  18  26.0 0.4 5086  63 5348 122 -0.20 0.30
 5084157 1807  91  87.3 2.6 5803  83 6054 137 -0.20 0.30
 5095159  582  29  35.0 0.5 5192  67 5179 156 -0.20 0.30
 5095850  791  37  46.7 3.2 6836  85 6962 180 -0.20 0.30
 5110725  317   6  21.3 0.3 4869  79 4885  91 -0.20 0.30
 5184732 2068  47  95.7 1.3 5841 290 5818 190 -0.20 0.30
 5214711           60.1 1.5 6194  54 6420 167 -0.20 0.30
 5253542          108.4 1.8 5770  96 5940 146 -0.20 0.30
 5265656           35.3 4.3 5099  90 5205 107 -0.20 0.30
 5309966 1498  59  73.2 2.0 6356  61 6649 151 -0.20 0.30
 5344612 1285  76  65.5 1.7 6359  84 6572 157 -0.20 0.30
 5353186  872  31  47.4 1.2 6166  55 6447 165 -0.20 0.30
 5371516 1017  49  55.6 0.6 6350  81 6409 170 -0.20 0.30
 5390438  300   9  21.2 0.4 4814  64 4940 108 -0.20 0.30
 5429911  438  40  28.1 0.6 5303  74 5263 118 -0.20 0.30
 5431016           48.5 1.8 6601  62 6941 181 -0.20 0.30
 5431807  444  11  28.4 0.5 5285  74 5378 113 -0.20 0.30
 5450445 1084  27  57.3 0.7 6212  49 6330 157 -0.20 0.30
 5468089 1123  36  57.2 0.9 6728 429 6504 175 -0.20 0.30
 5512589 1224  43  68.2 0.7 5789  56 5905 160 -0.20 0.30
 5516982 1646  75  83.4 1.3 6444  50 6481 163 -0.20 0.30
 5523099  722  31  41.8 0.9 5488  62 5531 128 -0.20 0.30
 5530375  546  26  35.3 0.8 6210  55 6106 134 -0.20 0.30
 5543462           90.5 2.0 6246  54 6347 181 -0.20 0.30
 5596656  277   6  20.3 0.4 5248  71 5272 140 -0.20 0.30
 5603483  324   8  22.0 0.3 4876  79 4912  85 -0.20 0.30
 5607242  684  20  40.3 0.8 5689  67 5652 141 -0.20 0.30
 5629080  428  10  27.7 0.6 5203  94 5263 143 -0.20 0.30
 5636956 1007  36  55.4 0.9 6369  60 6587 164 -0.20 0.30
 5683538  695  32  42.0 1.4 6366  73 6386 167 -0.20 0.30
 5686856 1081  29  62.3 1.7 6125  55 6087 130 -0.20 0.30
 5689219 1282  76  64.8 1.0 6574  54 6654 166 -0.20 0.30
 5689820  695  15  41.0 0.5 5114  80 5071  97 -0.20 0.30
 5723165  576  17  34.5 0.8 5290  91 5367 112 -0.20 0.30
 5773155 1185  57  61.7 2.8 6317  55 6527 163 -0.20 0.30
 5773345 1100  24  57.7 0.6 6214  61 6459 157 -0.20 0.30
 5774694          140.2 4.0          5438 144 -0.20 0.30
 5822889  314  15  20.1 0.5 5220  68 5382 124 -0.20 0.30
 5892169  492  16  29.9 0.4 5295  79 5290 118 -0.20 0.30
 5939450  605  22  33.9 0.3          5973 183 -0.20 0.30
 5950854 1947  66  97.4 1.7 5913  61 5859 140 -0.20 0.30
 5955122  861  24  49.2 0.9 5930  55 5966 162 -0.20 0.30
 5961597 1258  43  59.8 0.9 6492  53 6665 168 -0.20 0.30
 6034893  337  12  20.9 0.3 5381  79 5249 114 -0.20 0.30
 6035199  328  15  23.7 0.4 5271  69 5046 101 -0.20 0.30
 6047087 1948  89  93.8 1.5 6189  61 6195 152 -0.20 0.30
 6049366 1083  76  60.4 2.3 6220  62 6225 167 -0.20 0.30
 6064910  721  43  43.9 0.8 6508  75 7066 215 -0.20 0.30
 6106120  593  28  35.1 0.6 5329  58 5545 127 -0.20 0.30
 6106415 2260  53 104.1 0.3          5639 123 -0.20 0.30
 6116048 2107  40 100.9 1.4 6072  49 6024 208 -0.20 0.30
 6119013  406  10  26.1 2.4 5447  73 5303 462 -0.20 0.30
 6129877 1956  98  92.2 1.5 6064  72 6089 149 -0.20 0.30
 6145937  651  20  41.5 0.9 5391  58 5546 135 -0.20 0.30
 6225718 2301  40 105.8 0.4          5866 123 -0.20 0.30
 6232600           95.9 3.5 6435  70 6556 163 -0.20 0.30
 6287060 1572  85  80.2 1.5 6020  53 5935 151 -0.20 0.30
 6290627  323   9  22.2 0.4 5247  69 5167 114 -0.20 0.30
 6308642  733  28  42.5 0.7 5610  56 5804 133 -0.20 0.30
 6363365 1629  80  86.3 1.4 6282  76 5872 658 -0.20 0.30
 6370489  888  29  51.9 1.0 6302  80 6324 144 -0.20 0.30
 6421967 2316 156 103.9 2.2 6464  73 6552 168 -0.20 0.30
 6430804  364   7  25.3 0.4 5076  67 5114  98 -0.20 0.30
 6442183 1176  25  64.2 0.3          5266 141 -0.20 0.30
 6448798  741  37  42.9 1.5 6349  67 6421 160 -0.20 0.30
 6450651 1131  69  64.2 2.9 5995  69 5965 537 -0.20 0.30
 6505044  302   6  20.7 0.3 4996  81 4897  84 -0.20 0.30
 6508366  926  36  51.6 0.8 6499  46 6415 170 -0.20 0.30
 6520835  890  32  49.7 0.8 6146  50 6221 163 -0.20 0.30
 6529109 1133  31  59.9 0.9 5806  90 5806 141 -0.20 0.30
 6530901           78.6 1.5 6374  53 6438 153 -0.20 0.30
 6531928  451  13  31.2 0.6 5333  64 5226 117 -0.20 0.30
 6587236  481  25  32.1 1.9 6067  60 6110 144 -0.20 0.30
 6592305  842  23  46.8 0.6 6132  55 6144 139 -0.20 0.30
 6593461 1927 338  90.8 2.0 5817 101 5832 415 -0.20 0.30
 6593620 1274 108  67.7 2.4 5791  60 5680 137 -0.20 0.30
 6603624 2402  51 110.4 1.7 5612  66 5611 177 -0.20 0.30
 6605673 1273  49  68.0 0.9 6222  60 6283 151 -0.20 0.30
 6612225 1113  33  60.2 1.0 6374  54 6463 159 -0.20 0.30
 6671492  733  22  42.1 1.0 6103 103 6331 149 -0.20 0.30
 6679371  980  29  50.2 0.7 6598  59 6521 174 -0.20 0.30
 6688822  811  33  47.1 1.0 5563  61 5621 121 -0.20 0.30
 6689943 1682  66  80.7 1.5 6011  54 6092 141 -0.20 0.30
 6693861  765  42  46.7 1.0 5937  80 5798 134 -0.20 0.30
 6766513  883  84  51.3 1.1 6594  77 6452 165 -0.20 0.30
 6802438  535  26  34.8 0.6 5313  59 5442 122 -0.20 0.30
 6806100  900  32  45.1 2.6 5286  83 5497 145 -0.20 0.30
 6837853 1857 110  89.8 1.5 5886  57 6046 147 -0.20 0.30
 6848299  950  34  56.7 4.8 5437  60 5342 104 -0.20 0.30
 6853020           54.8 1.3 6437  56 6441 158 -0.20 0.30
 6863041  775  32  41.9 1.1 5570  68 5744 144 -0.20 0.30
 6933899 1391  32  72.2 1.0 5841  56 5828 147 -0.20 0.30
 6947945  727  15  43.9 2.7 5572  74 5459 123 -0.20 0.30
 7019341 1629  84  81.0 3.6 5723  77 5763 130 -0.20 0.30
 7038145  764  30  43.0 0.7 6074  58 6319 153 -0.20 0.30
 7103006 1124  54  59.5 1.1 6421  51 6397 164 -0.20 0.30
 7107778  529  15  31.4 0.6 5129  82 5045 105 -0.20 0.30
 7133688 1146  74  59.7 2.1 6400  63 6784 173 -0.20 0.30
 7174470  870  61  46.8 1.0 6119  84 6349 165 -0.20 0.30
 7206837 1592  70  78.9 1.4 6392  59 6398 147 -0.20 0.30
 7216846  474  22  28.8 0.6 5124  84 5186 104 -0.20 0.30
 7218053  699  38  40.5 2.0          5985 232 -0.20 0.30
 7264595  543  24  36.3 1.6 5778  59 5847 138 -0.20 0.30
 7282890  834  49  46.0 0.7 6341  47 6570 160 -0.20 0.30
 7296438           88.6 2.1 5749  56 5914 131 -0.20 0.30
 7341231  408   8  29.2 0.7          5215 215 -0.20 0.30
 7376493 1351  63  74.9 1.9 5803  73 5783 137 -0.20 0.30
 7383120 1794  85  85.6 2.5 6048  58 6264 143 -0.20 0.30
 7386523  919 113  48.3 2.0 5796  67 6111 153 -0.20 0.30
 7429287 1345  34  71.2 1.4 5802  60 5707 135 -0.20 0.30
 7448374  775  27  44.4 0.6 5676  59 5822 137 -0.20 0.30
 7465072           68.8 3.4 6192  55 6672 505 -0.20 0.30
 7529180 1871 134  85.7 2.7 6682  58 6735 169 -0.20 0.30
 7530690 2175 117  97.6 2.7 6836  62 6919 166 -0.20 0.30
 7534011 1039  32  57.3 2.7 5491  60 5672 129 -0.20 0.30
 7584900  318   6  21.7 0.3 4955  71 4891  92 -0.20 0.30
 7591963 1096  48  59.2 0.9 5966  61 6019 147 -0.20 0.30
 7611858 1508 122  75.7 1.8 5926  58 5966 150 -0.20 0.30
 7622208 1071  37  59.2 1.4 6606  99 6799 182 -0.20 0.30
 7628676  477  13  29.1 0.5 5182  69 5324 109 -0.20 0.30
 7668623  821  57  46.5 0.8 6277  48 6219 169 -0.20 0.30
 7680114 1684  47  85.1 1.3 5800  56 5955 142 -0.20 0.30
 7700968 2082 130 102.6 2.9 5982  75 5762 131 -0.20 0.30
 7739672 1362 133  66.1 1.5 6069  55 6233 152 -0.20 0.30
 7747078  936  32  53.9 0.3          5418 176 -0.20 0.30
 7771282 1456  96  72.6 1.7 6407  74 6626 156 -0.20 0.30
 7799349  561  13  33.7 0.4 5038  71 5050 101 -0.20 0.30
 7799430  468  12  31.1 0.7 5120  66 4994 103 -0.20 0.30
 7800289  592  30  33.5 0.6 6422  53 6567 163 -0.20 0.30
 7833440 1118  80  66.2 1.1 6327  59 6354 162 -0.20 0.30
 7870112 1382  92  70.0 1.3 5656  79 5719 131 -0.20 0.30
 7871531          153.3 3.6 5378  57 5237 153 -0.20 0.30
 7880676 1017  43  53.7 1.0 6269  56 6050 180 -0.20 0.30
 7910848           73.3 1.4 6074  56 6325 155 -0.20 0.30
 7914731  583  32  34.6 1.5 5633  67 6158 174 -0.20 0.30
 7938112 1196  82  62.5 2.0 6520  70 5090 242 -0.20 0.30
 7940546 1059  25  58.5 0.5 6350 111 6191 218 -0.20 0.30
 7970740          173.6 4.1 5394  56          -0.20 0.30
 7976303  851  20  51.7 0.6 6304  46 6243 153 -0.20 0.30
 8006161 3481 133 149.3 1.8 5264 104 5354 130 -0.20 0.30
 8012842 2000 251  95.8 2.3 5849  58 5961 144 -0.20 0.30
 8016496 1053  48  55.0 1.2 6446  73 6566 160 -0.20 0.30
 8018599           28.2 0.6 6013  62 6145 144 -0.20 0.30
 8019508  658  35  37.7 2.0 6211  55 6399 160 -0.20 0.30
 8026226  545  22  34.5 0.6 6319  54 6372 162 -0.20 0.30
 8027956 1229  92  65.3 1.6 5967  70 6027 149 -0.20 0.30
 8045442           31.8 0.6 5853  76 6088 145 -0.20 0.30
 8106950 1099  72  64.1 1.5 6098  63 5951 140 -0.20 0.30
 8114155 1382  83  73.7 1.6 5761  60 5920 140 -0.20 0.30
 8150065 1818  73  88.5 1.8 6265  58 6275 157 -0.20 0.30
 8172589  776  72  46.7 2.3 5600  58 5604 204 -0.20 0.30
 8174170  813  32  46.3 2.6 5983  64 6114 140 -0.20 0.30
 8174981 1000  38  53.9 1.2 6065  53 6164 148 -0.20 0.30
 8176564 1515  49  77.4 1.4 6109  51 6124 145 -0.20 0.30
 8179536 2070  92  95.0 2.0 6418  50 6425 153 -0.20 0.30
 8179643 1033  41  56.4 2.0 6280  61 6358 151 -0.20 0.30
 8179973  341   9  22.8 0.2 4949  60 5041  99 -0.20 0.30
 8216936 1117  65  58.6 2.3 6437  50 6740 187 -0.20 0.30
 8228742 1171  34  61.8 0.6 6130  51 6219 160 -0.20 0.30
 8241455  707  47  41.8 0.6 6262  66 6308 143 -0.20 0.30
 8249189 1332  92  68.1 5.8 6432  65 6505 167 -0.20 0.30
 8289241 1808 118  95.1 2.8 6306  52 6301 156 -0.20 0.30
 8298626 1861  69  91.4 1.6 6211  84 6024 151 -0.20 0.30
 8321567 1321  78  71.0 1.0 5744  58 5884 131 -0.20 0.30
 8360349  726  27  41.0 0.6 6258  49 6392 153 -0.20 0.30
 8367710 1085  52  56.1 1.1 6352  66 6537 174 -0.20 0.30
 8377423 1005 102  52.7 3.2 6059  57 6390 534 -0.20 0.30
 8379927 2868  73 120.5 1.0 6034  74 5956 196 -0.20 0.30
 8391021 1595  45  79.7 1.4 6250  51 6409 162 -0.20 0.30
 8394589 2165 124 109.5 1.9 6251  54 6168 144 -0.20 0.30
 8408931  577  26  34.0 0.6 6252 120 6391 153 -0.20 0.30
 8414062           69.5 1.8 6578  61 6426 160 -0.20 0.30
 8416311  865  40  48.8 0.8 6446  60 6539 158 -0.20 0.30
 8420801 1287  86  67.4 1.8 6506  73 6494 162 -0.20 0.30
 8424992 2670 127 121.0 3.3 5807  57 5805 139 -0.20 0.30
 8435400  805  33  44.6 1.8 6322  59 6619 159 -0.20 0.30
 8491374 1022  94  57.5 2.2 6520  65 6533 155 -0.20 0.30
 8493735  615  25  38.7 1.0 5965 109 6073 143 -0.20 0.30
 8493800 1850 109  83.6 1.8 6241  73 6209 152 -0.20 0.30
 8499940 1323 100  69.4 1.0 6023  58 6068 140 -0.20 0.30
 8516041 1867 124  96.3 2.9 6214  65 6407 152 -0.20 0.30
 8524425 1081  28  59.4 0.6 5667  57 5693 140 -0.20 0.30
 8547279  383  32  25.6 1.1 5174  68 5055 214 -0.20 0.30
 8561221  467  23  29.6 0.4 5229  60 5367 124 -0.20 0.30
 8574769 1333  68  71.4 1.6 5437  70 5661 123 -0.20 0.30
 8579578  949  96  50.1 0.9 6308  45 6491 167 -0.20 0.30
 8621637 1032  47  57.1 1.4 5737  75 5843 135 -0.20 0.30
 8656342           71.4 1.4 6074  71 6317 152 -0.20 0.30
 8677016 1876 163  92.3 5.8 6248  75 5892 134 -0.20 0.30
 8694723 1456  43  75.3 0.8 6351  62 6407 157 -0.20 0.30
 8696343 2400 104 110.1 3.3 6178  65 6071 138 -0.20 0.30
 8702606  664  16  39.9 0.5 5511  85 5582 124 -0.20 0.30
 8738809  893  25  48.7 0.8 6058  59 6255 166 -0.20 0.30
 8751420  598  13  34.7 0.4          4809 120 -0.20 0.30
 8760414 2384 121 117.4 0.4          5612 144 -0.20 0.30
 8776961 1208  33  64.7 1.3 5777  72 5920 146 -0.20 0.30
 8802782  784  54  44.9 1.7 6089  68 6273 157 -0.20 0.30
 8817551  740  34  42.7 0.8 5720  57 6005 148 -0.20 0.30
 8868481  673  42  40.4 1.3 5779  67 5760 134 -0.20 0.30
 8915084 1594  59  79.1 1.4 5817  60 5991 143 -0.20 0.30
 8938364 1681  37  85.8 1.1 5965  62 5741 150 -0.20 0.30
 8940939 1535  63  77.4 1.8 6343  58 6220 159 -0.20 0.30
 8950146 2096 166  94.9 2.5 6374  60 6414 150 -0.20 0.30
 8952800  982  27  53.6 1.1 6122  55 6148 151 -0.20 0.30
 8956017 1234  51  62.2 2.2 6605  86 6795 180 -0.20 0.30
 8981766 1277  32  63.1 1.6 6237  72 6741 447 -0.20 0.30
 9005973 1560 141  82.6 2.0 6131  57 5957 142 -0.20 0.30
 9025370 2653 215 132.8 1.9 5659  73 5727 151 -0.20 0.30
 9026479  709  19  42.4 0.9 5601  69 5592 120 -0.20 0.30
 9026685 1123  48  62.2 1.4 5618  58 5652 128 -0.20 0.30
 9049593 1918 133  86.3 2.1 5788  59 6240 165 -0.20 0.30
 9051235  960  68  49.4 1.2 5669  65 6269 164 -0.20 0.30
 9073645  735  36  43.7 1.5 6438  64 6480 172 -0.20 0.30
 9073950  287   8  20.5 0.3 5281  70 5146 101 -0.20 0.30
 9093289 1701 233  87.1 2.8 6285  57 6432 150 -0.20 0.30
 9098294 2233  75 108.8 1.7 6020  51 5972 146 -0.20 0.30
 9116461 2334 197 104.7 2.3 6470  47 6678 171 -0.20 0.30
 9119139 1137  65  61.0 1.7 5475  74 5877 132 -0.20 0.30
 9138680  693  31  41.6 0.7 5990  60 6104 147 -0.20 0.30
 9139151 2705 163 117.2 2.1 6134  48 6204 151 -0.20 0.30
 9139163 1608  58  81.3 1.1 6405  44 6527 174 -0.20 0.30
 9143749 1211  53  65.0 1.4 6075  76 5899 129 -0.20 0.30
 9150095  261   6  18.0 0.8 5028  68 5060 101 -0.20 0.30
 9158609           25.2 2.1 4964  85 4954 301 -0.20 0.30
 9163769 1814 100  81.2 1.7 6438 100 6687 169 -0.20 0.30
 9201604  396   9  26.3 0.9 5230  73 5120 113 -0.20 0.30
 9202077 1136  40  58.2 0.7 6119  70 6128 135 -0.20 0.30
 9204313 1373  78  74.2 1.5 5853  57 5756 138 -0.20 0.30
 9206432 1853  46  84.7 1.3 6494  46 6652 172 -0.20 0.30
 9225600 1248  88  64.8 1.8 6262  56 6444 161 -0.20 0.30
 9226926 1520  76  73.2 1.4 7149 132 6859 162 -0.20 0.30
 9266926 1374  78  75.3 1.7 5971  63 5801 137 -0.20 0.30
 9273544 1419  50  75.5 1.9 6125  55 6068 139 -0.20 0.30
 9287845  912  69  46.9 1.9 6488  62 6852 178 -0.20 0.30
 9289275 1288  40  66.4 0.9 6227  48 6290 155 -0.20 0.30
 9292130  845  29  49.0 1.0 6176  52 6332 159 -0.20 0.30
 9328372 1339 109  67.4 2.9 6572  80 6475 162 -0.20 0.30
 9335972  802  20  46.2 1.6 5784  63 5932 225 -0.20 0.30
 9353712  926  46  51.3 0.8 6416  56 6599 162 -0.20 0.30
 9353859  385  14  24.0 0.8 5284  85 5379 110 -0.20 0.30
 9390670 1386 157  70.6 2.1 6246  50 6343 149 -0.20 0.30
 9394953 1218  52  65.3 0.9 6018  65 5779 133 -0.20 0.30
 9402223  655  28  38.9 1.0 6350  52 6510 171 -0.20 0.30
 9410862 2261  80 107.0 1.9 6230  53 6143 148 -0.20 0.30
 9414381  870  21  48.9 1.1 5495 100 5797 123 -0.20 0.30
 9414417 1070  50  60.3 0.8 6278  52 6512 165 -0.20 0.30
 9446628 1031  76  56.1 2.5 6298  59 6371 172 -0.20 0.30
 9451741 2079 105  94.4 1.9 5835  68 5834 130 -0.20 0.30
 9455860 1461 113  71.7 2.6 6716  59          -0.20 0.30
 9457728 1035  47  59.7 0.9 6390  49 6383 158 -0.20 0.30
 9458636 1176  62  67.5 1.5 6220  56 6235 158 -0.20 0.30
 9468847 1076  46  61.5 1.0 6064  52 6160 141 -0.20 0.30
 9512063  855  42  49.9 1.9 5977  58 5953 139 -0.20 0.30
 9542776           40.8 3.1 6343  87 6827 171 -0.20 0.30
 9574283  455  10  30.0 0.8 5431  64 5167 114 -0.20 0.30
 9579208 1129  40  61.7 1.1 6422  56 6498 160 -0.20 0.30
 9641837  820  23  47.2 1.0 6270  51 6268 152 -0.20 0.30
 9664694  722  27  41.2 1.1 6080  55 6595 168 -0.20 0.30
 9693187 1462  50  79.7 1.1 5790  55 5718 161 -0.20 0.30
 9696358 1006  91  51.9 1.5 6321 137 6315 160 -0.20 0.30
 9697131 1196  80  60.2 1.2 6491  69 6545 166 -0.20 0.30
 9700430 1623  94  78.9 1.5 6111  90 6058 145 -0.20 0.30
 9702369 1968  62  93.6 1.4 6431  50 6460 164 -0.20 0.30
 9702752 1276  45  67.2 0.5 5770  62 5823 130 -0.20 0.30
 9715099           40.7 0.7 6225  53 6448 162 -0.20 0.30
 9754284 1496  90  73.8 1.5 6182  54 6238 157 -0.20 0.30
 9757640 1142  86  61.7 1.0 5506  94 5686 118 -0.20 0.30
 9762786 1044  36  56.9 3.6 6482  52 6572 253 -0.20 0.30
 9768011  918  48  57.0 3.2 6630  68 6586 420 -0.20 0.30
 9778067  890  46  50.0 1.7 6433  90 6418 160 -0.20 0.30
 9787965  912  60  53.4 2.3 6200  65 6402 149 -0.20 0.30
 9788260  471  18  29.3 0.6 5354  58 5525 119 -0.20 0.30
 9791157  984  43  54.4 1.0 5852  63 6159 160 -0.20 0.30
 9812421  423  12  27.7 0.9 5265  63 5191 103 -0.20 0.30
 9812850 1195  60  64.9 1.1 6407  47 6364 167 -0.20 0.30
 9821513 1188  49  60.0 1.1 6550  65 6492 167 -0.20 0.30
 9880787  893  33  51.3 0.9 6074  56 5957 145 -0.20 0.30
 9893470  426  30  28.1 0.5 5936  56 6134 144 -0.20 0.30
 9897838  511   8  33.5 0.4 5179  61          -0.20 0.30
 9903271  357   7  24.2 0.2 4907  80 4828  84 -0.20 0.30
 9908400  657  65  36.1 0.6 6000  55 6273 391 -0.20 0.30
 9955598 3148 353 152.5 3.1 5434  77 5357 155 -0.20 0.30
 9962623 1543 164  82.2 2.5 5913 166 5709 128 -0.20 0.30
10003270  775  40  42.8 0.9 6594  69 6634 166 -0.20 0.30
10016239 2261  68 102.7 2.0 6482  51 6511 157 -0.20 0.30
10018963  987  32  55.5 0.5 6271  46 6142 155 -0.20 0.30
10019747 1248  41  66.7 1.5 5769  65 5649 122 -0.20 0.30
10024648 1076  36  56.5 0.7 6409 157 6234 145 -0.20 0.30
10025841 1541 120  75.5 1.5 5738 187 5949 134 -0.20 0.30
10068307  951  30  53.9 0.5 6332  45 6182 164 -0.20 0.30
10070754 2180 113 102.3 2.5 6550  58 6483 167 -0.20 0.30
10074716 1664 110  83.3 2.2 6064  91 5979 137 -0.20 0.30
10079226 2689  93 116.4 1.9 6078  50 6020 145 -0.20 0.30
10081026  714  41  43.4 1.1 6503  61 6639 169 -0.20 0.30
10088136  364  12  24.8 1.1 5301  83 5132 101 -0.20 0.30
10118942  774  38  46.2 0.9 6362  61 6223 154 -0.20 0.30
10129349           81.1 1.8 6699  56          -0.20 0.30
10130724          112.9 1.6 5648  70 5443 233 -0.20 0.30
10130853  294   7  20.3 0.6 4945  78 4836  94 -0.20 0.30
10147635  634  20  37.4 0.5 6155  66 6173 147 -0.20 0.30
