Kepler-10   HN-2 6510.396449         4.93     1.57     6901.20     5.32    56.07     0.05      -1.24     1.43     0.181     0.004    -4.909     0.020
Kepler-10   HN-2 6510.407126         7.66     1.50     6907.21     4.68    56.26     0.05      10.85     1.88     0.178     0.004    -4.919     0.019
Kepler-10   HN-2 6511.548550         0.69     1.21     6899.87     8.27    56.07     0.08     -11.29     1.53     0.177     0.003    -4.926     0.014
Kepler-10   HN-2 6512.492133        -0.79     0.98     6902.44    14.34    55.99     0.14       2.86     1.40     0.175     0.002    -4.934     0.010
Kepler-10   HN-2 6513.483810        -0.77     0.96     6904.99    14.89    56.15     0.14       3.88     1.49     0.177     0.002    -4.926     0.009
Kepler-10   HN-2 6528.460671        -3.49     1.38     6898.84     6.06    56.05     0.06     -10.91     1.60     0.177     0.004    -4.927     0.017
Kepler-10   HN-2 6528.565743         0.65     1.51     6905.06     5.79    55.57     0.06      -9.58     1.60     0.181     0.004    -4.910     0.018
Kepler-10   HN-2 6529.481543        -1.21     1.00     6908.52    16.44    55.60     0.16      -4.32     1.29     0.179     0.002    -4.916     0.009
Kepler-10   HN-2 6529.615561         4.91     1.69     6896.65     5.88    54.80     0.06     -24.71     2.84     0.176     0.004    -4.933     0.021
Kepler-10   HN-2 6530.444973         3.16     0.97     6907.15    16.24    55.80     0.16     -13.23     1.33     0.175     0.002    -4.936     0.009
Kepler-10   HN-2 6530.531035         2.54     1.08     6906.74    13.00    55.71     0.13      -0.77     1.61     0.179     0.002    -4.916     0.010
Kepler-10   HN-2 6554.374129         2.74     1.22     6906.88     7.49    56.70     0.07       2.12     1.65     0.173     0.003    -4.947     0.015
Kepler-10   HN-2 6554.468667        -0.13     1.16     6899.70     6.70    56.65     0.07       8.30     1.33     0.168     0.003    -4.969     0.016
Kepler-10   HN-2 6557.371869         0.81     0.82     6904.44    22.06    56.54     0.21       6.58     1.18     0.172     0.002    -4.950     0.008
Kepler-10   HN-2 6557.503850        -1.74     1.36     6908.31     4.55    55.97     0.04       8.04     1.90     0.169     0.004    -4.968     0.020
Kepler-10   HN-2 6562.436670        -3.58     2.14     6928.45     8.86    54.55     0.09       7.05     1.97     0.167     0.006    -4.979     0.032
Kepler-10   HN-2 6563.374017        -1.81     1.06     6915.78     9.48    55.95     0.09       2.34     0.96     0.174     0.002    -4.940     0.012
Kepler-10   HN-2 6563.473584        -0.16     1.29     6922.28     5.60    55.67     0.05       4.58     1.71     0.179     0.003    -4.917     0.016
Kepler-10   HN-2 6565.353721        -2.15     1.18     6913.49     7.31    55.85     0.07      -3.71     1.17     0.177     0.003    -4.928     0.013
Kepler-10   HN-2 6565.483359        -0.31     0.92     6913.09    15.29    56.12     0.15     -13.15     0.94     0.172     0.002    -4.949     0.010
Kepler-10   HN-2 6567.348359         2.89     0.85     6916.31    18.45    56.05     0.18      -6.47     0.80     0.174     0.002    -4.942     0.008
Kepler-10   HN-2 6571.345527        -3.00     1.57     6917.81     6.17    55.74     0.06       3.02     2.22     0.184     0.005    -4.896     0.020
Kepler-10   HN-2 6571.455810        -0.33     1.54     6928.70     4.89    55.77     0.05      -1.68     1.92     0.200     0.005    -4.830     0.018
Kepler-10   HN-2 6573.344825        -2.44     0.95     6919.58    15.33    56.10     0.15       3.72     1.31     0.175     0.002    -4.938     0.009
Kepler-10   HN-2 6573.457221        -3.43     1.11     6928.96    11.07    55.26     0.11      -5.04     1.39     0.176     0.002    -4.933     0.012
Kepler-10   HN-2 6580.343117        -1.32     1.05     6912.42    10.55    56.27     0.10       1.57     1.17     0.170     0.002    -4.959     0.012
Kepler-10   HN-2 6580.436677        -0.91     1.11     6924.46     8.95    56.03     0.09      -9.56     1.22     0.168     0.003    -4.973     0.014
Kepler-10   HN-2 6582.330055        -2.72     0.89     6917.10    14.46    55.95     0.14       0.77     1.05     0.179     0.002    -4.916     0.008
Kepler-10   HN-2 6582.377546        -3.05     1.12     6920.49     8.38    55.77     0.08      -9.21     1.98     0.185     0.002    -4.889     0.011
Kepler-10   HN-2 6584.359929        -3.39     1.05     6930.53     7.31    55.77     0.07       4.54     1.29     0.179     0.002    -4.915     0.010
Kepler-10   HN-2 6584.428603        -0.82     1.28     6929.03     6.47    55.29     0.06      -8.66     1.57     0.182     0.003    -4.902     0.014
Kepler-10   HN-2 7225.707995         7.11     2.39     6819.25     9.32    56.38     0.09       4.03     2.84     0.161     0.011    -5.007     0.062
Kepler-10   HN-2 7527.535971        -4.33     2.25     6821.12     8.41    56.47     0.08      -4.71     1.87     0.169     0.009    -4.966     0.049
Kepler-10   HN-2 7559.662710         7.50     1.29     6848.25     3.84    56.42     0.04       3.80     1.60     0.167     0.003    -4.976     0.018
Kepler-10   HN-2 7890.591337         4.86     2.11     6819.45     9.74    56.39     0.09     -16.65     2.31     0.161     0.007    -5.010     0.043
Kepler-10   HN-2 7893.644677         3.31     1.12     6825.02     4.72    57.07     0.05      11.66     1.37     0.167     0.003    -4.977     0.014
Kepler-10   HN-2 7894.655787         3.02     1.01     6828.26     8.07    56.75     0.08      -8.77     1.69     0.171     0.002    -4.958     0.011
Kepler-10   HN-2 7895.606658         5.46     0.98     6837.40     7.92    56.98     0.08      -6.56     1.58     0.166     0.002    -4.982     0.011
Kepler-10   HN-2 7895.711720         4.18     1.02     6831.58     4.94    56.56     0.05       8.13     1.38     0.174     0.002    -4.939     0.010
Kepler-10   HN-2 7896.645369         2.89     1.03     6827.42     7.48    56.66     0.07      10.75     1.31     0.171     0.002    -4.958     0.011
Kepler-10   HN-2 7897.659009         1.04     1.03     6834.75     5.92    56.32     0.06      12.95     1.47     0.175     0.002    -4.938     0.010
Kepler-10   HN-2 7898.622795         1.97     0.96     6830.83     8.25    56.70     0.08       4.97     1.44     0.169     0.002    -4.964     0.010
Kepler-10   HN-2 7905.583392         5.61     1.17     6838.82     3.99    56.48     0.04      -4.71     0.95     0.170     0.003    -4.961     0.013
Kepler-10   HN-2 7913.470922        -6.38     1.25     6820.99     6.53    56.87     0.06       0.40     1.94     0.167     0.003    -4.978     0.019
Kepler-10   HN-2 7915.523500         1.47     1.34     6827.02     6.21    56.76     0.06      -9.84     1.60     0.168     0.004    -4.970     0.019
Kepler-10   HN-2 7916.600946        -1.12     1.40     6828.39     5.96    56.74     0.06     -11.20     1.70     0.162     0.004    -5.006     0.021
Kepler-10   HN-2 7930.666619         8.69     2.46     6836.99    11.84    54.90     0.12      -9.88     2.93     0.168     0.007    -4.972     0.039
Kepler-10   HN-2 7931.682387         1.61     2.27     6847.81    11.18    55.35     0.11     -12.53     3.12     0.168     0.007    -4.973     0.036
Kepler-10   HN-2 7932.682401        -7.58     1.51     6841.75     7.73    56.28     0.08      -7.99     2.07     0.160     0.004    -5.017     0.023
Kepler-10   HN-2 7933.661583        -4.67     1.20     6845.14     4.56    56.40     0.04      21.90     1.39     0.162     0.003    -5.003     0.015
Kepler-10   HN-2 7934.621880        -8.42     1.19     6835.88     4.34    56.96     0.04      11.80     1.51     0.168     0.003    -4.969     0.014
Kepler-10   HN-2 7935.627539        -4.14     1.55     6832.39     5.97    56.49     0.06       4.41     1.90     0.168     0.004    -4.969     0.023
Kepler-10   HN-2 7936.636202        -0.17     1.70     6825.58     8.00    56.60     0.08      -7.03     2.14     0.156     0.005    -5.039     0.033
Kepler-10   HN-2 7937.559121         0.05     1.20     6831.25     6.53    56.73     0.06      -3.20     1.80     0.168     0.003    -4.974     0.015
Kepler-10   HN-2 7942.547009        -2.88     1.43     6839.52     5.18    56.24     0.05      15.41     1.96     0.168     0.004    -4.971     0.019
Kepler-10   HN-2 7943.636691        -5.52     1.85     6826.91     8.06    56.14     0.08      38.04     1.86     0.171     0.006    -4.956     0.031
Kepler-10   HN-2 7949.629427        -4.13     1.71     6833.85     8.39    56.51     0.08      20.53     2.47     0.166     0.005    -4.980     0.029
Kepler-10   HN-2 7950.617554        -2.26     1.68     6830.07     7.58    56.55     0.07      10.54     1.75     0.166     0.005    -4.980     0.026
Kepler-10   HN-2 7952.550295         4.34     1.50     6832.18     7.45    56.59     0.07      -2.56     2.59     0.173     0.004    -4.947     0.020
Kepler-10   HN-2 7952.663178        -1.59     1.76     6824.79     7.89    56.56     0.08     -10.30     2.06     0.166     0.006    -4.981     0.030
Kepler-10   HN-2 7953.557180        -2.21     1.07     6836.41     8.54    56.83     0.08       7.79     1.93     0.166     0.002    -4.985     0.012
Kepler-10   HN-2 7953.661941        -2.66     1.17     6837.06     4.83    56.57     0.05       6.16     1.21     0.163     0.003    -4.999     0.015
Kepler-10   HN-2 7954.466944         0.55     1.23     6827.46     6.65    56.53     0.06      -4.53     1.86     0.169     0.003    -4.965     0.015
Kepler-10   HN-2 7954.641958        -2.98     1.50     6834.16     7.78    56.31     0.08      -7.87     1.32     0.170     0.004    -4.960     0.021
Kepler-10   HN-2 7971.577609        -0.40     1.50     6827.79     6.50    55.98     0.06     -16.57     2.03     0.157     0.004    -5.031     0.023
Kepler-10   HN-2 7972.439393        -1.74     1.54     6837.90     8.13    56.56     0.08      18.40     1.96     0.172     0.004    -4.951     0.022
Kepler-10   HN-2 7975.541959        -6.76     1.53     6818.12     6.60    56.47     0.06      17.20     2.02     0.154     0.004    -5.055     0.027
Kepler-10   HN-2 7976.462143        -1.61     1.22     6830.51     2.95    56.25     0.03     -12.72     1.75     0.165     0.003    -4.987     0.014
Kepler-10   HN-2 7989.460578         1.03     1.10     6834.70     6.51    56.87     0.06      -0.95     1.43     0.179     0.002    -4.919     0.011
Kepler-10   HN-2 7992.492202        -2.13     1.74     6849.94     6.87    55.32     0.07      12.67     2.34     0.173     0.004    -4.948     0.021
Kepler-10   HN-2 7993.505698         7.18     2.03     6834.65     8.28    55.18     0.08       2.38     1.95     0.178     0.005    -4.920     0.025
Kepler-10   HN-2 7994.486875         5.93     1.16     6841.41     5.75    56.19     0.06      -3.40     1.63     0.173     0.002    -4.947     0.011
Kepler-10   HN-2 7995.421999         5.93     1.47     6841.04     4.73    56.01     0.05      -8.79     1.99     0.171     0.004    -4.954     0.019
Kepler-10   HN-2 7996.388223        -0.12     1.97     6831.65     8.68    56.09     0.08      -6.81     2.47     0.169     0.006    -4.965     0.031
Kepler-10   HN-2 7996.466931         1.75     2.34     6820.22     9.79    56.29     0.10     -10.23     3.06     0.158     0.008    -5.026     0.048
Kepler-10   HN-2 7999.386678         4.56     1.36     6837.55     6.11    56.71     0.06       3.81     1.87     0.174     0.004    -4.939     0.018
Kepler-10   HN-2 7999.485030         2.61     1.58     6829.12     5.60    56.54     0.05       3.18     2.15     0.144     0.005    -5.124     0.035
Kepler-10   HN-2 8000.394168         9.68     1.53     6828.19     6.55    56.77     0.06     -17.88     1.35     0.170     0.004    -4.963     0.023
Kepler-10   HN-2 8001.397145        -5.64     1.10     6827.18     7.43    56.74     0.07       8.48     1.53     0.169     0.002    -4.964     0.013
Kepler-10   HN-2 8001.546286        -0.62     1.91     6838.52     7.75    55.85     0.08      10.38     2.71     0.172     0.006    -4.950     0.031
Kepler-10   HN-2 8022.427148        -6.98     1.28     6839.72     5.54    56.50     0.05      14.31     1.54     0.167     0.003    -4.976     0.016
Kepler-10   HN-2 8025.500388        -0.35     1.02     6847.49     7.67    56.38     0.07       2.09     1.22     0.166     0.002    -4.983     0.010
Kepler-10   HN-2 8026.394743        -1.75     0.98     6840.22     7.33    57.13     0.07     -17.04     1.15     0.167     0.002    -4.976     0.010
